"Region","Train","Val","Test"
"Whole Tumor","0.7833833694458008","0.652011513710022","0.6214587092399597"
"Tumor Core","0.018064823001623154","0.01898212730884552","0.02217540703713894"
"Enhancing","0.29702913761138916","0.1996907889842987","0.05632626265287399"
